Prompt Engineering	Prompt Engineering ist die Kunst und Wissenschaft der Erstellung effektiver Prompts zur Interaktion mit Large Language Models. Es geht darum, die richtigen Anweisungen und Kontexte zu formulieren, um die gewünschten Ergebnisse von LLMs zu erhalten.	AI Across Domains (WiSe 25/26)
LLM-Einschränkungen	Halluzinationen sind ein bekanntes Problem bei LLMs, bei dem sie plausible, aber faktisch falsche oder erfundene Informationen generieren. Dies geschieht, weil LLMs auf statistischen Mustern basieren und nicht auf faktischem Wissen.	Jones, Nicola. "AI Hallucinations Can't Be Stopped — but These Techniques Can Limit Their Damage." Nature 637, no. 8047 (2025): 778–80. https://doi.org/10.1038/d41586-025-00068-5.
Transformer-Architektur	Die Transformer-Architektur, eingeführt im Paper "Attention Is All You Need" (2017), ist die Grundlage moderner LLMs wie GPT und BERT. Sie verwendet Self-Attention-Mechanismen, um Beziehungen zwischen Wörtern zu verstehen.	AI Across Domains (WiSe 25/26)
Fehlerberechnung im Training	Die Berechnung des Fehlers nach einer Vorhersage ist entscheidend für das Training. Dieser Fehler wird verwendet, um die Gewichte des Modells durch Backpropagation anzupassen, sodass das Modell bei zukünftigen Vorhersagen besser abschneidet.	AI Across Domains (WiSe 25/26)
Word Embeddings	Word Embeddings konvertieren Wörter in mathematische Vektoren, die semantische und syntaktische Beziehungen zwischen Wörtern erfassen. Ähnliche Wörter haben ähnliche Vektorrepräsentationen im hochdimensionalen Raum.	AI Across Domains (WiSe 25/26)
Ressourcenintensives Training	LLMs erfordern enorme Rechenressourcen, weil sie Milliarden von Parametern haben und auf riesigen Datensätzen trainiert werden. Ein einzelnes Training kann Wochen oder Monate dauern und erfordert spezialisierte Hardware wie GPUs.	AI Across Domains (WiSe 25/26)
Halluzinationen	Halluzinationen bei LLMs beziehen sich auf die Generierung von Informationen, die plausibel klingen, aber faktisch falsch oder vollständig erfunden sind. Dies ist eine der größten Herausforderungen bei der Verwendung von LLMs in kritischen Anwendungen.	Jones, Nicola. "AI Hallucinations Can't Be Stopped — but These Techniques Can Limit Their Damage." Nature 637, no. 8047 (2025): 778–80. https://doi.org/10.1038/d41586-025-00068-5.
Statistische Natur von LLMs	LLMs arbeiten statistisch und stochastisch, nicht deterministisch. Sie generieren Antworten basierend auf Wahrscheinlichkeiten, was bedeutet, dass sie nicht immer die gleiche Antwort auf die gleiche Frage geben und keine absoluten Garantien für Genauigkeit bieten können.	AI Across Domains (WiSe 25/26)
Bias in Trainingsdaten	Trainingsdaten aus dem Internet können Vorurteile, Stereotype und ungenaue Informationen enthalten. LLMs lernen diese Muster und können sie in ihren Ausgaben reproduzieren, was zu ethischen Problemen und ungenauen Ergebnissen führen kann.	McMahon, L., & Kleinman, Z. (2024, May 24). Google AI search tells users to glue pizza and eat rocks. BBC News. https://www.bbc.com/news/articles/cd11gzejgz4o
Effektive Prompts	Ein gut strukturierter Prompt kann die Leistung von LLMs erheblich verbessern, indem er klare Anweisungen, relevante Kontexte und Beispiele bereitstellt. Dies hilft dem Modell, die gewünschte Aufgabe besser zu verstehen und genauere Token-Vorhersagen zu treffen.	AI Across Domains (WiSe 25/26)
